@relation Pumpkin_Seeds_Dataset-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P40.0

@attribute Area numeric
@attribute Perimeter numeric
@attribute Major_Axis_Length numeric
@attribute Minor_Axis_Length numeric
@attribute Convex_Area numeric
@attribute Equiv_Diameter numeric
@attribute Eccentricity numeric
@attribute Solidity numeric
@attribute Extent numeric
@attribute Roundness numeric
@attribute Aspect_Ration numeric
@attribute Compactness numeric
@attribute Class {CERCEVELIK,URGUP_SIVRISI}

@data
88995,1227.339,516.8949,219.6101,89728,336.6184,0.9053,0.9918,0.7631,0.7424,2.3537,0.6512,URGUP_SIVRISI
65267,1070.158,457.9331,182.0538,65914,288.2716,0.9176,0.9902,0.7434,0.7162,2.5154,0.6295,URGUP_SIVRISI
77870,1160.802,426.3172,233.5855,79026,314.8764,0.8365,0.9854,0.6376,0.7262,1.8251,0.7386,URGUP_SIVRISI
69300,1040.521,424.371,208.6794,69924,297.0446,0.8707,0.9911,0.7359,0.8043,2.0336,0.7,URGUP_SIVRISI
79706,1133.064,461.976,221.2402,80545,318.5668,0.8779,0.9896,0.7201,0.7802,2.0881,0.6896,URGUP_SIVRISI
115744,1430.169,612.3201,241.1586,116606,383.8878,0.9192,0.9926,0.6971,0.7111,2.5391,0.6269,URGUP_SIVRISI
80722,1103.905,426.8265,241.4469,81479,320.5908,0.8246,0.9907,0.6708,0.8324,1.7678,0.7511,CERCEVELIK
58368,992.943,422.4393,176.213,58799,272.6104,0.9088,0.9927,0.5808,0.7439,2.3973,0.6453,URGUP_SIVRISI
95153,1275.788,545.1407,222.8597,95835,348.0698,0.9126,0.9929,0.7412,0.7346,2.4461,0.6385,URGUP_SIVRISI
79880,1185.406,510.0415,200.5869,80832,318.9144,0.9194,0.9882,0.5671,0.7144,2.5427,0.6253,URGUP_SIVRISI
77464,1081.17,413.3884,239.5674,78381,314.0545,0.815,0.9883,0.7409,0.8328,1.7256,0.7597,CERCEVELIK
60455,1011.012,412.2161,188.4316,61359,277.4413,0.8894,0.9853,0.7503,0.7432,2.1876,0.673,URGUP_SIVRISI
66639,1024.293,418.8983,203.3904,67174,291.2858,0.8742,0.992,0.6263,0.7982,2.0596,0.6954,URGUP_SIVRISI
73119,1157.068,501.4912,186.0586,73786,305.1197,0.9286,0.991,0.735,0.6863,2.6953,0.6084,URGUP_SIVRISI
76325,1076.066,420.2904,232.4291,77189,311.7371,0.8332,0.9888,0.7328,0.8283,1.8083,0.7417,CERCEVELIK
87681,1125.864,431.1216,260.956,88512,334.1241,0.796,0.9906,0.7205,0.8692,1.6521,0.775,CERCEVELIK
74118,1104.838,459.8106,206.5968,74996,307.197,0.8934,0.9883,0.6102,0.763,2.2256,0.6681,URGUP_SIVRISI
70673,1055.627,423.9374,213.3525,71608,299.9728,0.8641,0.9869,0.6568,0.797,1.987,0.7076,CERCEVELIK
79453,1106.574,414.3993,246.1013,80425,318.0608,0.8046,0.9879,0.7075,0.8154,1.6839,0.7675,CERCEVELIK
67879,999.949,378.0646,230.2247,68541,293.9834,0.7932,0.9903,0.7413,0.8531,1.6422,0.7776,CERCEVELIK
84936,1144.801,458.1008,236.9788,85894,328.8524,0.8558,0.9888,0.7282,0.8144,1.9331,0.7179,CERCEVELIK
84534,1150.801,447.58,241.2236,85376,328.0732,0.8423,0.9901,0.7432,0.8021,1.8555,0.733,CERCEVELIK
75519,1091.496,439.4406,219.8421,76357,310.0867,0.8659,0.989,0.6364,0.7966,1.9989,0.7056,CERCEVELIK
102906,1331.486,564.3474,234.3835,104774,361.9724,0.9097,0.9822,0.653,0.7294,2.4078,0.6414,URGUP_SIVRISI
94876,1185.392,446.0291,271.8605,95706,347.5628,0.7928,0.9913,0.734,0.8485,1.6407,0.7792,CERCEVELIK
98628,1204.172,460.7255,273.9251,99602,354.3686,0.8041,0.9902,0.7212,0.8547,1.6819,0.7692,CERCEVELIK
123618,1376.109,533.3902,296.2779,124732,396.7308,0.8315,0.9911,0.6679,0.8203,1.8003,0.7438,URGUP_SIVRISI
85924,1113.974,428.2503,256.8931,86515,330.7595,0.8001,0.9932,0.7242,0.8701,1.667,0.7724,CERCEVELIK
72838,1058.243,405.6341,230.2506,73726,304.5328,0.8233,0.988,0.6715,0.8173,1.7617,0.7508,CERCEVELIK
68607,1004.027,385.8641,227.7052,69396,295.5557,0.8073,0.9886,0.7031,0.8552,1.6946,0.766,CERCEVELIK
77120,1115.79,463.1967,212.4101,77770,313.3564,0.8887,0.9916,0.5959,0.7784,2.1807,0.6765,CERCEVELIK
69395,1048.876,423.6297,209.6778,70213,297.2481,0.8689,0.9883,0.7015,0.7927,2.0204,0.7017,CERCEVELIK
56944,910.126,329.9696,221.6791,57727,269.2645,0.7407,0.9864,0.7109,0.8639,1.4885,0.816,CERCEVELIK
105261,1283.419,518.0744,260.564,106036,366.0908,0.8643,0.9927,0.672,0.803,1.9883,0.7066,URGUP_SIVRISI
80375,1112.359,433.3406,238.4624,81364,319.901,0.835,0.9878,0.6576,0.8163,1.8172,0.7382,CERCEVELIK
84724,1099.715,413.4251,262.8045,85695,328.4417,0.772,0.9887,0.7356,0.8804,1.5731,0.7944,CERCEVELIK
61584,996.6,398.9668,198.1386,62692,280.02,0.868,0.9823,0.6486,0.7792,2.0136,0.7019,CERCEVELIK
57665,889.398,331.6936,222.6463,58157,270.9638,0.7412,0.9915,0.7224,0.9161,1.4898,0.8169,CERCEVELIK
65814,1018.301,416.8328,201.8135,66373,289.4771,0.875,0.9916,0.71,0.7976,2.0654,0.6945,URGUP_SIVRISI
67675,1055.24,437.4783,197.9687,68422,293.5413,0.8918,0.9891,0.5709,0.7637,2.2098,0.671,URGUP_SIVRISI
85317,1219.969,526.4823,206.7742,85941,329.5891,0.9196,0.9927,0.6733,0.7204,2.5462,0.626,URGUP_SIVRISI
78149,1135.602,465.4065,214.9002,79172,315.44,0.887,0.9871,0.7276,0.7615,2.1657,0.6778,URGUP_SIVRISI
69069,986.683,371.6018,237.0034,69623,296.5491,0.7702,0.992,0.7436,0.8915,1.5679,0.798,CERCEVELIK
99273,1348.046,581.9158,217.861,100461,355.5254,0.9273,0.9882,0.6584,0.6865,2.671,0.611,URGUP_SIVRISI
82069,1125.647,448.9059,233.6011,82876,323.2545,0.8539,0.9903,0.7152,0.8139,1.9217,0.7201,CERCEVELIK
90760,1294.794,553.8155,209.0518,91775,339.94,0.926,0.9889,0.5536,0.6803,2.6492,0.6138,URGUP_SIVRISI
96171,1273.191,535.8372,229.1451,97004,349.9267,0.9039,0.9914,0.7532,0.7455,2.3384,0.653,URGUP_SIVRISI
70129,1089.115,422.1215,212.8863,71515,298.816,0.8635,0.9806,0.6162,0.743,1.9828,0.7079,CERCEVELIK
89976,1171.012,466.9481,246.7559,91107,338.4686,0.849,0.9876,0.7075,0.8245,1.8923,0.7249,CERCEVELIK
108497,1454.583,648.4012,213.4723,109343,371.6755,0.9443,0.9923,0.7492,0.6444,3.0374,0.5732,URGUP_SIVRISI
91187,1214.702,500.7215,233.268,91961,340.7387,0.8849,0.9916,0.7031,0.7766,2.1466,0.6805,URGUP_SIVRISI
86319,1196.584,505.4461,217.8241,86959,331.5189,0.9024,0.9926,0.7605,0.7576,2.3204,0.6559,URGUP_SIVRISI
97605,1295.975,535.2567,233.1001,98507,352.526,0.9002,0.9908,0.5693,0.7303,2.2963,0.6586,URGUP_SIVRISI
100980,1273.762,515.5599,250.9581,101881,358.569,0.8735,0.9912,0.6899,0.7821,2.0544,0.6955,CERCEVELIK
73018,1056.45,399.4726,233.5491,74076,304.9088,0.8113,0.9857,0.6672,0.8221,1.7104,0.7633,CERCEVELIK
53205,905.398,356.819,190.7466,54005,260.2743,0.8451,0.9852,0.6501,0.8156,1.8706,0.7294,URGUP_SIVRISI
79511,1117.249,455.1494,223.4867,80285,318.1769,0.8711,0.9904,0.6643,0.8005,2.0366,0.6991,URGUP_SIVRISI
76714,1092.047,434.9894,225.4747,77557,312.5305,0.8552,0.9891,0.661,0.8084,1.9292,0.7185,CERCEVELIK
84130,1144.557,456.6034,235.264,84914,327.2883,0.857,0.9908,0.7556,0.807,1.9408,0.7168,URGUP_SIVRISI
77802,1087.467,435.5175,228.234,78490,314.7389,0.8517,0.9912,0.6352,0.8267,1.9082,0.7227,URGUP_SIVRISI
79494,1131.196,467.0341,217.5995,80207,318.1429,0.8848,0.9911,0.7499,0.7807,2.1463,0.6812,URGUP_SIVRISI
83862,1122.349,439.5214,243.7425,84730,326.7666,0.8321,0.9898,0.6668,0.8366,1.8032,0.7435,CERCEVELIK
72889,1134.729,480.5314,194.6673,73595,304.6394,0.9143,0.9904,0.5299,0.7114,2.4685,0.634,URGUP_SIVRISI
106232,1349.849,577.2489,234.7997,107137,367.7755,0.9135,0.9916,0.7379,0.7326,2.4585,0.6371,URGUP_SIVRISI
70110,1046.245,418.6039,214.3956,70756,298.7755,0.8589,0.9909,0.665,0.8049,1.9525,0.7137,CERCEVELIK
59466,912.152,340.6951,222.9567,59949,275.1626,0.7561,0.9919,0.7382,0.8981,1.5281,0.8077,CERCEVELIK
73492,1078.682,425.3559,221.2959,74329,305.8969,0.854,0.9887,0.6878,0.7937,1.9221,0.7192,CERCEVELIK
91553,1242.504,533.0082,219.6158,92162,341.4219,0.9112,0.9934,0.7338,0.7452,2.427,0.6406,URGUP_SIVRISI
108961,1359.81,570.2571,244.1582,109943,372.4694,0.9037,0.9911,0.5514,0.7405,2.3356,0.6532,URGUP_SIVRISI
85968,1168.743,479.1606,229.2326,87008,330.8442,0.8781,0.988,0.7495,0.7909,2.0903,0.6905,CERCEVELIK
76663,1072.66,417.3221,235.3982,77341,312.4266,0.8257,0.9912,0.7342,0.8373,1.7728,0.7486,CERCEVELIK
75917,1069.411,420.2925,230.6208,76613,310.9028,0.836,0.9909,0.7132,0.8342,1.8224,0.7397,CERCEVELIK
99165,1293.379,534.1621,237.2381,100300,355.332,0.896,0.9887,0.6314,0.7449,2.2516,0.6652,URGUP_SIVRISI
74748,1082.879,447.8655,213.2582,75383,308.4998,0.8794,0.9916,0.7604,0.801,2.1001,0.6888,URGUP_SIVRISI
103314,1385.858,600.1867,219.625,104289,362.6892,0.9306,0.9907,0.6208,0.676,2.7328,0.6043,URGUP_SIVRISI
85855,1160.91,472.952,232.0089,86515,330.6266,0.8714,0.9924,0.7438,0.8005,2.0385,0.6991,URGUP_SIVRISI
69827,1021.377,402.1181,222.5062,70632,298.1719,0.833,0.9886,0.74,0.8411,1.8072,0.7415,CERCEVELIK
80705,1208.614,515.5391,200.4272,81824,320.557,0.9213,0.9863,0.5118,0.6943,2.5722,0.6218,URGUP_SIVRISI
84336,1140.954,443.1971,244.6741,85703,327.6888,0.8338,0.984,0.7031,0.8141,1.8114,0.7394,CERCEVELIK
87336,1203.827,481.3909,231.9531,88856,333.4661,0.8763,0.9829,0.6333,0.7573,2.0754,0.6927,CERCEVELIK
56296,931.011,378.5936,190.0321,56823,267.728,0.8649,0.9907,0.6846,0.8162,1.9923,0.7072,URGUP_SIVRISI
88217,1154.669,453.9912,248.9479,89079,335.1438,0.8362,0.9903,0.7232,0.8315,1.8236,0.7382,URGUP_SIVRISI
76931,1102.157,447.6323,219.9894,77912,312.9722,0.8709,0.9874,0.7649,0.7958,2.0348,0.6992,CERCEVELIK
116794,1408.879,590.179,253.0743,117698,385.6251,0.9034,0.9923,0.728,0.7394,2.332,0.6534,URGUP_SIVRISI
69402,1114.089,486.9039,181.7084,70045,297.2631,0.9278,0.9908,0.7132,0.7027,2.6796,0.6105,URGUP_SIVRISI
88358,1319.888,581.4884,193.9067,89445,335.4115,0.9428,0.9878,0.7375,0.6374,2.9988,0.5768,URGUP_SIVRISI
109914,1443.428,632.108,221.9675,110931,374.0947,0.9363,0.9908,0.7529,0.6629,2.8478,0.5918,URGUP_SIVRISI
74790,1122.196,477.8444,199.7293,75609,308.5864,0.9085,0.9892,0.7218,0.7463,2.3925,0.6458,URGUP_SIVRISI
79594,1089.052,434.7952,233.6859,80138,318.3429,0.8433,0.9932,0.7424,0.8433,1.8606,0.7322,CERCEVELIK
71895,1031.531,404.4106,227.5543,72678,302.555,0.8267,0.9892,0.6868,0.8491,1.7772,0.7481,CERCEVELIK
65981,959.577,355.6746,236.8399,66749,289.8441,0.7461,0.9885,0.744,0.9005,1.5018,0.8149,CERCEVELIK
91820,1199.129,476.8586,246.5577,92719,341.9194,0.856,0.9903,0.684,0.8024,1.9341,0.717,CERCEVELIK
64436,1065.426,454.5795,180.7553,65091,286.4306,0.9175,0.9899,0.625,0.7133,2.5149,0.6301,URGUP_SIVRISI
64587,982.269,384.9825,214.8993,65205,286.766,0.8297,0.9905,0.6804,0.8412,1.7915,0.7449,CERCEVELIK
84506,1251.272,537.2269,201.5448,85349,328.0189,0.927,0.9901,0.7427,0.6783,2.6655,0.6106,URGUP_SIVRISI
111027,1339.13,556.8954,254.2256,111852,375.984,0.8897,0.9926,0.7671,0.778,2.1906,0.6751,URGUP_SIVRISI
69836,1010.605,396.6286,224.7918,70419,298.1911,0.8239,0.9917,0.6693,0.8593,1.7644,0.7518,URGUP_SIVRISI
78249,1094.307,422.0653,239.7967,79377,315.6418,0.8229,0.9858,0.6689,0.8211,1.7601,0.7479,CERCEVELIK
89531,1147.192,437.4032,261.5338,90753,337.6306,0.8016,0.9865,0.7446,0.8549,1.6725,0.7719,CERCEVELIK
70646,1049.483,418.7581,216.4146,71401,299.9155,0.8561,0.9894,0.623,0.806,1.935,0.7162,CERCEVELIK
88901,1130.148,435.9188,260.4888,89632,336.4406,0.8018,0.9918,0.7272,0.8747,1.6735,0.7718,CERCEVELIK
101124,1255.646,481.9419,271.2444,103164,358.8246,0.8266,0.9802,0.6526,0.806,1.7768,0.7445,CERCEVELIK
59768,959.724,388.3111,196.7763,60292,275.8604,0.8621,0.9913,0.7221,0.8154,1.9734,0.7104,CERCEVELIK
84842,1130.448,429.4275,253.5051,86185,328.6703,0.8072,0.9844,0.6864,0.8343,1.694,0.7654,CERCEVELIK
62205,954.843,369.5236,215.2829,62966,281.4283,0.8128,0.9879,0.7432,0.8574,1.7165,0.7616,CERCEVELIK
72689,1037.83,407.6927,227.5267,73322,304.2212,0.8298,0.9914,0.6603,0.8481,1.7918,0.7462,CERCEVELIK
81137,1126.696,426.4425,244.0338,83064,321.4138,0.8201,0.9768,0.7301,0.8032,1.7475,0.7537,CERCEVELIK
88928,1200.894,486.5606,233.6096,90097,336.4917,0.8772,0.987,0.5938,0.7749,2.0828,0.6916,URGUP_SIVRISI
80417,1100.4,430.1269,238.7222,81092,319.9845,0.8318,0.9917,0.7502,0.8346,1.8018,0.7439,CERCEVELIK
119880,1412.958,586.039,261.3387,120796,390.6865,0.8951,0.9924,0.7293,0.7546,2.2424,0.6667,URGUP_SIVRISI
70215,1006.875,388.0909,231.05,70876,298.9992,0.8035,0.9907,0.7047,0.8703,1.6797,0.7704,CERCEVELIK
81297,1112.297,441.4321,235.1739,82052,321.7306,0.8463,0.9908,0.7511,0.8257,1.877,0.7288,URGUP_SIVRISI
74353,1120.547,468.8578,203.2192,75348,307.6836,0.9012,0.9868,0.6545,0.7441,2.3072,0.6562,URGUP_SIVRISI
97062,1261.369,523.0721,237.0333,97949,351.544,0.8914,0.9909,0.5762,0.7666,2.2067,0.6721,URGUP_SIVRISI
94983,1198.26,477.5088,253.8058,95906,347.7587,0.847,0.9904,0.7302,0.8313,1.8814,0.7283,CERCEVELIK
75331,1047.751,394.8053,244.9191,76108,309.7005,0.7843,0.9898,0.7041,0.8623,1.612,0.7844,CERCEVELIK
71723,1109.773,472.3027,194.7114,72336,302.1929,0.9111,0.9915,0.7271,0.7318,2.4257,0.6398,URGUP_SIVRISI
76996,1096.263,447.3262,219.8033,77711,313.1044,0.871,0.9908,0.7281,0.8051,2.0351,0.6999,URGUP_SIVRISI
98431,1173.012,434.4499,289.1724,99167,354.0145,0.7463,0.9926,0.7508,0.899,1.5024,0.8149,CERCEVELIK
78756,1211.882,529.8497,190.3297,79847,316.6627,0.9333,0.9863,0.7384,0.6739,2.7839,0.5976,URGUP_SIVRISI
85346,1189.936,491.5606,222.7623,86234,329.6451,0.8914,0.9897,0.5997,0.7574,2.2067,0.6706,URGUP_SIVRISI
84162,1145.498,465.3901,231.0987,84777,327.3506,0.868,0.9927,0.6948,0.806,2.0138,0.7034,URGUP_SIVRISI
74740,1130.837,474.4372,201.7089,75645,308.4833,0.9051,0.988,0.7533,0.7345,2.3521,0.6502,URGUP_SIVRISI
111788,1387.701,583.4282,246.135,112884,377.2703,0.9067,0.9903,0.7328,0.7295,2.3704,0.6466,URGUP_SIVRISI
85506,1126.425,435.6517,251.6945,86268,329.954,0.8162,0.9912,0.7446,0.8468,1.7309,0.7574,CERCEVELIK
86473,1215.223,521.0012,211.9367,87159,331.8145,0.9135,0.9921,0.7756,0.7358,2.4583,0.6369,URGUP_SIVRISI
73366,1060.261,416.9208,224.8837,74023,305.6346,0.8421,0.9911,0.7332,0.8201,1.8539,0.7331,CERCEVELIK
75667,1056.941,413.9199,233.5927,76369,310.3904,0.8255,0.9908,0.7255,0.8512,1.772,0.7499,CERCEVELIK
86861,1111.035,416.7871,266.8787,87868,332.5581,0.7681,0.9885,0.7148,0.8843,1.5617,0.7979,CERCEVELIK
105853,1234.626,469.2956,288.6814,106944,367.1188,0.7884,0.9898,0.7311,0.8727,1.6257,0.7823,CERCEVELIK
86264,1142.898,459.2949,239.8484,87031,331.4132,0.8528,0.9912,0.7476,0.8299,1.9149,0.7216,CERCEVELIK
81456,1147.533,471.3155,220.7438,82454,322.045,0.8835,0.9879,0.6884,0.7773,2.1351,0.6833,URGUP_SIVRISI
99043,1201.084,461.9252,274.1437,99963,355.1133,0.8048,0.9908,0.7201,0.8628,1.685,0.7688,CERCEVELIK
74431,1025.762,372.9897,255.5686,75343,307.8449,0.7284,0.9879,0.7245,0.8889,1.4595,0.8253,CERCEVELIK
65694,1039.506,348.0645,243.978,67364,289.2131,0.7132,0.9752,0.693,0.764,1.4266,0.8309,CERCEVELIK
65098,1004.599,412.1801,201.6543,65744,287.8982,0.8722,0.9902,0.7054,0.8106,2.044,0.6985,URGUP_SIVRISI
85020,1146.008,453.3595,239.2618,85812,329.0149,0.8494,0.9908,0.6954,0.8135,1.8948,0.7257,CERCEVELIK
98296,1181.854,448.3096,281.348,99065,353.7716,0.7786,0.9922,0.7346,0.8843,1.5934,0.7891,CERCEVELIK
65407,997.85,397.3311,210.0864,66028,288.5806,0.8488,0.9906,0.6569,0.8255,1.8913,0.7263,CERCEVELIK
83141,1224.737,528.8171,202.0976,83949,325.3589,0.9241,0.9904,0.6369,0.6965,2.6166,0.6153,URGUP_SIVRISI
95508,1224.636,446.7743,279.6244,98182,348.7185,0.7799,0.9728,0.7724,0.8003,1.5978,0.7805,CERCEVELIK
103343,1275.261,521.4694,252.8941,104156,362.7401,0.8745,0.9922,0.7457,0.7985,2.062,0.6956,URGUP_SIVRISI
84130,1126.564,447.3685,241.2191,84737,327.2883,0.8422,0.9928,0.7539,0.833,1.8546,0.7316,CERCEVELIK
77244,1110.416,463.2871,212.6756,77867,313.6082,0.8884,0.992,0.7088,0.7872,2.1784,0.6769,URGUP_SIVRISI
103283,1363.706,592.065,223.072,104077,362.6348,0.9263,0.9924,0.7463,0.6979,2.6541,0.6125,URGUP_SIVRISI
73944,1106.772,460.6736,204.9183,74709,306.8362,0.8956,0.9898,0.718,0.7586,2.2481,0.6661,URGUP_SIVRISI
84726,1133.008,455.7148,237.8724,85348,328.4456,0.853,0.9927,0.7421,0.8294,1.9158,0.7207,CERCEVELIK
75110,1061.797,417.4273,231.0868,76105,309.2459,0.8328,0.9869,0.6705,0.8372,1.8064,0.7408,CERCEVELIK
82577,1244.045,542.1107,194.3435,83333,324.2535,0.9335,0.9909,0.5899,0.6705,2.7894,0.5981,URGUP_SIVRISI
80306,1106.957,431.7003,237.5067,81047,319.7636,0.8351,0.9909,0.7326,0.8236,1.8176,0.7407,CERCEVELIK
67146,1022.85,409.7415,209.5989,67903,292.3918,0.8593,0.9889,0.677,0.8065,1.9549,0.7136,CERCEVELIK
92175,1207.754,485.4328,242.9822,93233,342.5797,0.8657,0.9887,0.7177,0.7941,1.9978,0.7057,CERCEVELIK
77194,1228.611,544.9214,181.5364,77899,313.5067,0.9429,0.9909,0.7768,0.6426,3.0017,0.5753,URGUP_SIVRISI
109005,1325.519,535.6968,259.8848,110274,372.5446,0.8744,0.9885,0.726,0.7796,2.0613,0.6954,URGUP_SIVRISI
68806,1030.201,419.4277,210.0487,69379,295.984,0.8656,0.9917,0.7426,0.8147,1.9968,0.7057,URGUP_SIVRISI
65347,1061.524,454.2594,183.4582,65929,288.4482,0.9148,0.9912,0.7599,0.7287,2.4761,0.635,URGUP_SIVRISI
74626,1125.769,473.1751,201.5642,75383,308.2479,0.9047,0.99,0.5713,0.7399,2.3475,0.6514,URGUP_SIVRISI
65939,999.943,399.9251,211.5168,66452,289.7519,0.8487,0.9923,0.6776,0.8287,1.8907,0.7245,URGUP_SIVRISI
99873,1361.049,597.0859,213.8179,100795,356.5982,0.9337,0.9909,0.7824,0.6775,2.7925,0.5972,URGUP_SIVRISI
86746,1198.659,506.0224,219.3341,87319,332.3378,0.9012,0.9934,0.6412,0.7587,2.3071,0.6568,URGUP_SIVRISI
78143,1104.639,442.4214,225.337,78808,315.4279,0.8606,0.9916,0.7405,0.8047,1.9634,0.713,URGUP_SIVRISI
71383,1101.67,463.9353,196.6093,71987,301.4758,0.9058,0.9916,0.5509,0.7391,2.3597,0.6498,URGUP_SIVRISI
83000,1194.718,508.171,208.7585,83783,325.0829,0.9117,0.9907,0.5678,0.7307,2.4343,0.6397,URGUP_SIVRISI
72637,1021.445,398.5861,232.6127,73209,304.1123,0.812,0.9922,0.7424,0.8749,1.7135,0.763,CERCEVELIK
84038,1158.544,460.5551,233.4311,85052,327.1093,0.862,0.9881,0.709,0.7868,1.973,0.7103,CERCEVELIK
85054,1260.356,545.3389,199.4514,85893,329.0807,0.9307,0.9902,0.5802,0.6728,2.7342,0.6034,URGUP_SIVRISI
77078,1101.577,454.2443,216.8262,77638,313.2711,0.8787,0.9928,0.6784,0.7982,2.095,0.6897,URGUP_SIVRISI
89066,1177.335,478.8952,237.373,89680,336.7527,0.8685,0.9932,0.6136,0.8075,2.0175,0.7032,URGUP_SIVRISI
73484,1076.322,423.5409,223.2066,74411,305.8803,0.8499,0.9875,0.7426,0.7971,1.8975,0.7222,CERCEVELIK
76016,1061.891,420.9842,230.6937,76632,311.1054,0.8365,0.992,0.7488,0.8471,1.8249,0.739,CERCEVELIK
76774,1112.949,460.2221,212.8887,77445,312.6527,0.8866,0.9913,0.6331,0.7789,2.1618,0.6794,URGUP_SIVRISI
81665,1158.432,476.5435,218.6615,82439,322.4579,0.8885,0.9906,0.6625,0.7647,2.1794,0.6767,URGUP_SIVRISI
86271,1103.9,413.2415,266.7061,87011,331.4267,0.7638,0.9915,0.7407,0.8896,1.5494,0.802,CERCEVELIK
68740,993.946,380.6954,230.89,69265,295.842,0.7951,0.9924,0.7481,0.8744,1.6488,0.7771,CERCEVELIK
69184,999.154,374.2791,236.1308,69986,296.7959,0.7759,0.9885,0.7221,0.8709,1.585,0.793,CERCEVELIK
85753,1202.061,500.1728,219.6066,87058,330.4302,0.8985,0.985,0.6944,0.7458,2.2776,0.6606,URGUP_SIVRISI
60608,1020.239,436.8538,177.1792,61146,277.7922,0.9141,0.9912,0.7678,0.7317,2.4656,0.6359,URGUP_SIVRISI
75714,1087.855,444.7661,217.8407,76370,310.4868,0.8718,0.9914,0.6686,0.804,2.0417,0.6981,URGUP_SIVRISI
100094,1288.928,541.6143,235.97,100803,356.9925,0.9001,0.993,0.7624,0.7571,2.2953,0.6591,URGUP_SIVRISI
74522,1038.117,395.0779,241.0292,75226,308.033,0.7923,0.9906,0.7408,0.869,1.6391,0.7797,CERCEVELIK
90721,1274.566,548.6057,211.4624,92036,339.867,0.9227,0.9857,0.7059,0.7018,2.5943,0.6195,URGUP_SIVRISI
58795,968.66,400.6855,187.4258,59326,273.6058,0.8839,0.991,0.6104,0.7874,2.1378,0.6828,URGUP_SIVRISI
91713,1264.782,543.0693,215.5678,92392,341.7201,0.9178,0.9927,0.7074,0.7205,2.5193,0.6292,URGUP_SIVRISI
62908,984.099,396.7096,202.5649,63490,283.0141,0.8598,0.9908,0.664,0.8163,1.9584,0.7134,CERCEVELIK
117620,1364.873,552.2882,272.4748,118591,386.9864,0.8698,0.9918,0.6931,0.7934,2.0269,0.7007,URGUP_SIVRISI
83111,1164.216,482.6408,220.6774,83841,325.3002,0.8893,0.9913,0.6121,0.7706,2.1871,0.674,URGUP_SIVRISI
71077,1136.241,488.2891,186.0013,71792,300.8289,0.9246,0.99,0.5132,0.6918,2.6252,0.6161,URGUP_SIVRISI
90117,1235.139,519.4742,221.3351,90899,338.7337,0.9047,0.9914,0.7529,0.7423,2.347,0.6521,CERCEVELIK
81161,1147.905,470.9768,220.0735,82234,321.4613,0.8841,0.987,0.6621,0.774,2.1401,0.6825,URGUP_SIVRISI
67699,1023.719,405.671,213.4477,68507,293.5933,0.8504,0.9882,0.6923,0.8118,1.9006,0.7237,CERCEVELIK
95077,1267.395,533.6517,227.673,96067,347.9307,0.9044,0.9897,0.7488,0.7438,2.3439,0.652,URGUP_SIVRISI
79521,1210.346,522.0811,194.832,80639,318.1969,0.9278,0.9861,0.7428,0.6821,2.6796,0.6095,URGUP_SIVRISI
71702,1064.746,431.9933,212.1426,72539,302.1487,0.8711,0.9885,0.7149,0.7948,2.0363,0.6994,URGUP_SIVRISI
79959,1138.753,447.6662,228.2963,81515,319.072,0.8602,0.9809,0.7373,0.7749,1.9609,0.7127,CERCEVELIK
73323,1040.135,404.7765,231.9697,74402,305.545,0.8195,0.9855,0.746,0.8517,1.745,0.7548,CERCEVELIK
69842,1105.285,469.4984,191.3546,70742,298.204,0.9132,0.9873,0.6488,0.7184,2.4536,0.6352,URGUP_SIVRISI
68837,1017.957,397.0835,223.0049,69600,296.0507,0.8274,0.989,0.6763,0.8348,1.7806,0.7456,CERCEVELIK
80229,1134.806,456.8394,225.2395,81291,319.6103,0.87,0.9869,0.7439,0.7829,2.0282,0.6996,URGUP_SIVRISI
100038,1292.66,534.7156,239.304,101116,356.8926,0.8943,0.9893,0.7503,0.7523,2.2345,0.6674,URGUP_SIVRISI
94070,1280.766,548.4586,218.833,94801,346.0833,0.917,0.9923,0.7266,0.7206,2.5063,0.631,URGUP_SIVRISI
98057,1245.759,494.1896,255.1054,99281,353.3413,0.8565,0.9877,0.6248,0.794,1.9372,0.715,CERCEVELIK
72243,1081.761,439.2749,210.454,72987,303.2864,0.8778,0.9898,0.7484,0.7758,2.0873,0.6904,URGUP_SIVRISI
96291,1273.156,535.9052,230.5928,96971,350.145,0.9027,0.993,0.659,0.7465,2.324,0.6534,URGUP_SIVRISI
78570,1148.576,476.6729,210.3751,79264,316.2885,0.8973,0.9912,0.5888,0.7484,2.2658,0.6635,URGUP_SIVRISI
98208,1279.555,539.5062,232.4119,98983,353.6132,0.9025,0.9922,0.6873,0.7538,2.3213,0.6554,URGUP_SIVRISI
95029,1182.327,445.366,273.9151,95885,347.8429,0.7885,0.9911,0.6947,0.8543,1.6259,0.781,CERCEVELIK
81348,1157.447,482.2321,215.6755,82122,321.8315,0.8944,0.9906,0.5726,0.7631,2.2359,0.6674,URGUP_SIVRISI
95090,1275.547,541.6973,224.2368,95993,347.9545,0.9103,0.9906,0.7743,0.7344,2.4157,0.6423,URGUP_SIVRISI
85386,1138.193,438.2698,248.8453,86282,329.7224,0.8232,0.9896,0.7093,0.8283,1.7612,0.7523,CERCEVELIK
